Date,TotalArea,GreenArea,NongreenArea,Percentage,Coordinates
2023-04-06,0.08579602233522028,0.055309588735536826,0.030486433599683456,64.46637877853178,"[[68.96813392639159, 27.76854521259329], [68.96985054016113, 27.767178173146586], [68.97088050842285, 27.764747838394438], [68.96753311157227, 27.764671889558908], [68.96813392639159, 27.76854521259329]]"
