Date,TotalArea,GreenArea,NongreenArea,Percentage,Coordinates
2023-04-06,0.37891852518620744,0.5760969697340783,-0.19717844454787087,152.03716140586522,"[[68.98727416992188, 27.761331585075933], [68.99688720703125, 27.754647674909794], [68.99002075195312, 27.75221706038234], [68.98727416992188, 27.761331585075933]]"
